Datetime,Energy_Demand_MW,Hour,DayOfWeek,Month,DayOfYear,WeekOfYear,Quarter,Lag_1h,Lag_24h,Lag_168h,Rolling_Mean_24h,Rolling_Std_24h
2022-01-10 18:00:00,15571.972044662663,18,0,1,10,2,1,14276.422347329886,13285.445255346584,14463.994939209833,17226.75663845595,2417.7812857134527
2022-01-10 19:00:00,14919.182032291801,19,0,1,10,2,1,15571.972044662663,13670.005341223094,15103.988970078806,17278.805667250483,2350.3906084867795
2022-01-10 20:00:00,13889.35249531788,20,0,1,10,2,1,14919.182032291801,13878.924670393284,15082.741801170501,17279.240159955672,2349.735653659096
2022-01-10 21:00:00,15471.906813825071,21,0,1,10,2,1,13889.35249531788,14204.375282093257,15056.119779137796,17332.053973777834,2291.132645661437
2022-01-10 22:00:00,15669.106767615804,22,0,1,10,2,1,15471.906813825071,14342.365377679826,16180.697802754205,17387.33486502517,2231.0794274122645
2022-01-10 23:00:00,17149.759532090546,23,0,1,10,2,1,15669.106767615804,15603.02747493907,17492.56114792542,17451.782034073145,2199.4115926257014
2022-01-11 00:00:00,17103.73963078365,0,1,1,11,2,1,17149.759532090546,17113.587392731213,17482.086980445023,17451.371710658663,2199.478347197089
2022-01-11 01:00:00,18219.088914574113,1,1,1,11,2,1,17103.73963078365,18158.047831937558,19058.778963214565,17453.91508910185,2200.366158356886
2022-01-11 02:00:00,19252.49363949023,2,1,1,11,2,1,18219.088914574113,18757.31822608545,17690.12744795513,17474.54739799372,2215.3895207772794
2022-01-11 03:00:00,20054.197940644706,3,1,1,11,2,1,19252.49363949023,19662.257413252806,20032.271595747257,17490.87825330171,2233.587364571577
2022-01-11 04:00:00,19497.928007825427,4,1,1,11,2,1,20054.197940644706,21255.405494690072,20141.599745472402,17417.650024682353,2131.2669660349775
2022-01-11 05:00:00,20230.526860946728,5,1,1,11,2,1,19497.928007825427,19464.14488257133,20248.27380363427,17449.582607114662,2168.6755784870593
2022-01-11 06:00:00,20262.527344419523,6,1,1,11,2,1,20230.526860946728,20843.130095187258,20545.88038826775,17425.390825832674,2132.1043321734182
2022-01-11 07:00:00,20071.112862580347,7,1,1,11,2,1,20262.527344419523,19591.41954327238,19403.993021566755,17445.378047470505,2155.413420139875
2022-01-11 08:00:00,20980.803331493866,8,1,1,11,2,1,20071.112862580347,19862.1102784586,19988.24026743456,17491.99025801364,2221.0461085599363
2022-01-11 09:00:00,19823.811199040123,9,1,1,11,2,1,20980.803331493866,20165.795642043326,19799.876629315517,17477.74090622184,2204.1791766979172
2022-01-11 10:00:00,18369.558022832476,10,1,1,11,2,1,19823.811199040123,19032.140009547733,19738.947022370758,17450.133323442038,2187.953414363305
2022-01-11 11:00:00,18735.38810883495,11,1,1,11,2,1,18369.558022832476,17737.58474634291,18017.32202617074,17491.708463545874,2203.0807582250045
2022-01-11 12:00:00,18561.078098506317,12,1,1,11,2,1,18735.38810883495,17142.348145370015,17095.753198553408,17550.82221159322,2212.313596827417
2022-01-11 13:00:00,17239.77549496801,13,1,1,11,2,1,18561.078098506317,17063.341739159776,16472.66434290017,17558.173618085228,2210.9159933201518
2022-01-11 14:00:00,15240.315017022993,14,1,1,11,2,1,17239.77549496801,15634.816684141431,16457.70105885104,17541.736048621962,2227.243579439423
2022-01-11 15:00:00,15136.562620007233,15,1,1,11,2,1,15240.315017022993,15486.908951231348,15543.0552112702,17527.138284820954,2242.393438678926
2022-01-11 16:00:00,15535.379363239996,16,1,1,11,2,1,15136.562620007233,14924.70970859859,14637.043686763163,17552.58285376435,2214.8754264638264
2022-01-11 17:00:00,14248.387788323405,17,1,1,11,2,1,15535.379363239996,14276.422347329886,14858.856237689473,17551.41474713908,2216.6850218340187
2022-01-11 18:00:00,14721.909714073114,18,1,1,11,2,1,14248.387788323405,15571.972044662663,14548.53877467402,17515.995483364513,2256.1290812245306
2022-01-11 19:00:00,14989.539547847464,19,1,1,11,2,1,14721.909714073114,14919.182032291801,15086.54501639924,17518.927046512665,2252.6511641920115
2022-01-11 20:00:00,14438.458552857643,20,1,1,11,2,1,14989.539547847464,13889.35249531788,14550.897241708008,17541.80646557682,2216.685428482165
2022-01-11 21:00:00,15348.916978409457,21,1,1,11,2,1,14438.458552857643,15471.906813825071,15214.848583141473,17536.68188910117,2221.8149465776896
2022-01-11 22:00:00,14379.366329965462,22,1,1,11,2,1,15348.916978409457,15669.106767615804,15803.94592343392,17482.942704199075,2283.686124143646
2022-01-11 23:00:00,16211.349044025288,23,1,1,11,2,1,14379.366329965462,17149.759532090546,15991.785390626374,17443.842267196356,2297.6297840353895
2022-01-12 00:00:00,17373.71592430342,0,2,1,12,2,1,16211.349044025288,17103.73963078365,17648.060138532288,17455.091279426346,2296.552911167696
2022-01-12 01:00:00,17652.565544325138,1,2,1,12,2,1,17373.71592430342,18219.088914574113,18406.984771397507,17431.486138999306,2291.2641482502604
2022-01-12 02:00:00,19816.205651965818,2,2,1,12,2,1,17652.565544325138,19252.49363949023,19002.55672832123,17454.97413951912,2313.52432545586
2022-01-12 03:00:00,18906.24965457933,3,2,1,12,2,1,19816.205651965818,20054.197940644706,19504.02677687207,17407.142960933063,2268.8860418979502
2022-01-12 04:00:00,19878.053968004824,4,2,1,12,2,1,18906.24965457933,19497.928007825427,19390.39084032811,17422.981542607205,2285.3827333563604
2022-01-12 05:00:00,20463.14776751025,5,2,1,12,2,1,19878.053968004824,20230.526860946728,20187.454817484522,17432.674080380686,2298.2644940478667
2022-01-12 06:00:00,21220.636644533057,6,2,1,12,2,1,20463.14776751025,20262.527344419523,20328.642741736614,17472.59530121875,2357.1242127006944
2022-01-12 07:00:00,19679.846403277483,7,2,1,12,2,1,21220.636644533057,20071.112862580347,19996.638844256395,17456.29253208113,2339.6588373407603
2022-01-12 08:00:00,20679.658087430795,8,2,1,12,2,1,19679.846403277483,20980.803331493866,20017.433355520312,17443.7448135785,2320.665294140616
2022-01-12 09:00:00,19626.436874069437,9,2,1,12,2,1,20679.658087430795,19823.811199040123,19823.345771966913,17435.52088337139,2312.1984250822366
2022-01-12 10:00:00,18509.245674476024,10,2,1,12,2,1,19626.436874069437,18369.558022832476,19943.092950605263,17441.341202189873,2314.8261492838074
2022-01-12 11:00:00,18507.508872439197,11,2,1,12,2,1,18509.245674476024,18735.38810883495,18363.746041723483,17431.846234006716,2309.749230984538
2022-01-12 12:00:00,17599.529847786736,12,2,1,12,2,1,18507.508872439197,18561.078098506317,17628.77519536138,17391.781723560063,2297.6177072687933
2022-01-12 13:00:00,16423.43442611304,13,2,1,12,2,1,17599.529847786736,17239.77549496801,16686.319906809353,17357.767512357776,2305.9932063588267
2022-01-12 14:00:00,16034.90104249501,14,2,1,12,2,1,16423.43442611304,15240.315017022993,15040.614392350479,17390.875263419108,2279.8261854946213
2022-01-12 15:00:00,15186.022858009479,15,2,1,12,2,1,16034.90104249501,15136.562620007233,15365.42271871575,17392.936106669204,2277.7211889454657
2022-01-12 16:00:00,14958.682461272307,16,2,1,12,2,1,15186.022858009479,15535.379363239996,14932.038893617197,17368.907069087214,2301.0917448470477
2022-01-12 17:00:00,14933.287858393318,17,2,1,12,2,1,14958.682461272307,14248.387788323405,15833.843577375439,17397.444572006792,2264.668024801174
2022-01-12 18:00:00,15293.008408072676,18,2,1,12,2,1,14933.287858393318,14721.909714073114,14403.81951760944,17421.240350923443,2238.178258555295
2022-01-12 19:00:00,13983.31477171937,19,2,1,12,2,1,15293.008408072676,14989.539547847464,14752.9961922996,17379.314318584773,2294.4274702414036
2022-01-12 20:00:00,15968.440475974818,20,2,1,12,2,1,13983.31477171937,14438.458552857643,14884.567903794063,17443.063565381322,2229.5011895069997
2022-01-12 21:00:00,14402.635756679107,21,2,1,12,2,1,15968.440475974818,15348.916978409457,14794.340637630592,17403.63518114256,2276.027992634627
2022-01-12 22:00:00,15924.107452482207,22,2,1,12,2,1,14402.635756679107,14379.366329965462,16571.41140725751,17467.999394580755,2207.599058816928
2022-01-12 23:00:00,17017.701467934723,23,2,1,12,2,1,15924.107452482207,16211.349044025288,17099.50938103582,17501.59741224365,2193.734746553837
2022-01-13 00:00:00,17640.495933867518,0,3,1,13,2,1,17017.701467934723,17373.71592430342,17895.515973521524,17512.713245975487,2193.734485356635
2022-01-13 01:00:00,17965.107375397267,1,3,1,13,2,1,17640.495933867518,17652.565544325138,17821.76340791019,17525.735822270155,2195.527712188623
2022-01-13 02:00:00,18895.938874821364,2,3,1,13,2,1,17965.107375397267,19816.205651965818,19701.39715546805,17487.391373222472,2161.5592374050652
2022-01-13 03:00:00,19374.819876230227,3,3,1,13,2,1,18895.938874821364,18906.24965457933,18920.394812163504,17506.915132457925,2176.9929502577593
2022-01-13 04:00:00,19803.39383288121,4,3,1,13,2,1,19374.819876230227,19878.053968004824,20391.50475825345,17503.804293494442,2173.5079221333444
2022-01-13 05:00:00,20822.578527377715,5,3,1,13,2,1,19803.39383288121,20463.14776751025,21493.00529177219,17518.780575155586,2195.908344252689
2022-01-13 06:00:00,20678.507742982525,6,3,1,13,2,1,20822.578527377715,21220.636644533057,20004.731837434654,17496.191870924315,2158.6449143482096
2022-01-13 07:00:00,20051.322681236878,7,3,1,13,2,1,20678.507742982525,19679.846403277483,20114.628614065816,17511.670049172622,2176.243247759659
2022-01-13 08:00:00,20547.876149069943,8,3,1,13,2,1,20051.322681236878,20679.658087430795,20147.90189389714,17506.179135074253,2168.053356032151
2022-01-13 09:00:00,19774.970103997948,9,3,1,13,2,1,20547.876149069943,19626.436874069437,19369.582516501545,17512.36801965461,2174.571156940431
2022-01-13 10:00:00,19406.43105941948,10,3,1,13,2,1,19774.970103997948,18509.245674476024,18224.668284466934,17549.750744027253,2200.0162448777833
2022-01-13 11:00:00,18591.27155626937,11,3,1,13,2,1,19406.43105941948,18507.508872439197,18310.738622710574,17553.240855853506,2201.667516425973
2022-01-13 12:00:00,17085.502494538963,12,3,1,13,2,1,18591.27155626937,17599.529847786736,16968.848143136947,17531.82304946819,2203.6969311660423
2022-01-13 13:00:00,16443.452344593952,13,3,1,13,2,1,17085.502494538963,16423.43442611304,16960.339080010028,17532.65712940489,2203.26292157204
2022-01-13 14:00:00,16373.64680256163,14,3,1,13,2,1,16443.452344593952,16034.90104249501,15540.287882883098,17546.77153607433,2194.317790216995
2022-01-13 15:00:00,15683.864789157093,15,3,1,13,2,1,16373.64680256163,15186.022858009479,16153.646858949129,17567.51494987215,2173.2830631396823
2022-01-13 16:00:00,14891.47299166461,16,3,1,13,2,1,15683.864789157093,14958.682461272307,14510.297142478565,17564.714555305163,2176.8312497124275
2022-01-13 17:00:00,14660.886212787185,17,3,1,13,2,1,14891.47299166461,14933.287858393318,14441.191763029958,17553.364486738243,2191.8067737341626
2022-01-13 18:00:00,15138.832447894212,18,3,1,13,2,1,14660.886212787185,15293.008408072676,14906.758608684835,17546.94048839747,2198.9340738484652
2022-01-13 19:00:00,14306.43682671488,19,3,1,13,2,1,15138.832447894212,13983.31477171937,13986.790362915817,17560.403907355616,2177.046661352498
2022-01-13 20:00:00,15175.472479231703,20,3,1,13,2,1,14306.43682671488,15968.440475974818,15015.653755948748,17527.36357415799,2208.0543297743543
2022-01-13 21:00:00,15277.583330223411,21,3,1,13,2,1,15175.472479231703,14402.635756679107,16032.251033581571,17563.819723055665,2160.94061874498
2022-01-13 22:00:00,15891.159398386388,22,3,1,13,2,1,15277.583330223411,15924.107452482207,15196.258382719385,17562.44688746834,2162.037799082926
2022-01-13 23:00:00,17272.93129068603,23,3,1,13,2,1,15891.159398386388,17017.701467934723,16815.859793958585,17573.08146341631,2159.8684407902583
2022-01-14 00:00:00,17912.708174494015,0,4,1,14,2,1,17272.93129068603,17640.495933867518,17629.94139712421,17584.423640109082,2160.952314099948
2022-01-14 01:00:00,18683.21195330788,1,4,1,14,2,1,17912.708174494015,17965.107375397267,18667.368571196217,17614.344664188695,2171.3987879411434
2022-01-14 02:00:00,19652.739403577165,2,4,1,14,2,1,18683.21195330788,18895.938874821364,18381.52464456096,17645.87801955352,2196.173321613994
2022-01-14 03:00:00,19631.822264376024,3,4,1,14,2,1,19652.739403577165,19374.819876230227,18961.092037017504,17656.586452392923,2205.57652380279
2022-01-14 04:00:00,20439.0526970008,4,4,1,14,2,1,19631.822264376024,19803.39383288121,20359.046994161767,17683.07223839791,2236.0831438503274
2022-01-14 05:00:00,20242.644100570476,5,4,1,14,2,1,20439.0526970008,20822.578527377715,20546.269815483796,17658.908303947606,2203.578659367657
2022-01-14 06:00:00,20662.08317624422,6,4,1,14,2,1,20242.644100570476,20678.507742982525,20625.24642517294,17658.223947000177,2202.6024349231934
2022-01-14 07:00:00,20332.70595168336,7,4,1,14,2,1,20662.08317624422,20051.322681236878,20571.001583615693,17669.94824993545,2216.598996940305
2022-01-14 08:00:00,20146.574193849676,8,4,1,14,2,1,20332.70595168336,20547.876149069943,19758.06385056407,17653.227335134605,2195.3572804413297
2022-01-14 09:00:00,19918.8988562781,9,4,1,14,2,1,20146.574193849676,19774.970103997948,19737.447192140145,17659.22436647961,2201.592945646335
2022-01-14 10:00:00,18590.889658383265,10,4,1,14,2,1,19918.8988562781,19406.43105941948,19146.53623664934,17625.243474769766,2179.63719184403
2022-01-14 11:00:00,19322.650773150293,11,4,1,14,2,1,18590.889658383265,18591.27155626937,17919.28142629438,17655.717608806473,2198.7596677461684
2022-01-14 12:00:00,16996.99130925015,12,4,1,14,2,1,19322.650773150293,17085.502494538963,18432.88725557238,17652.02964275277,2199.8316377732567
2022-01-14 13:00:00,16116.44855829857,13,4,1,14,2,1,16996.99130925015,16443.452344593952,16960.45932514833,17638.404484990464,2208.637757392546
2022-01-14 14:00:00,16579.055436750034,14,4,1,14,2,1,16116.44855829857,16373.64680256163,15404.348251398676,17646.96317808165,2203.9165481619334
2022-01-14 15:00:00,15774.511003421827,15,4,1,14,2,1,16579.055436750034,15683.864789157093,15706.956460757274,17650.74010367601,2200.481044017122
2022-01-14 16:00:00,15213.983697172762,16,4,1,14,2,1,15774.511003421827,14891.47299166461,14414.582953533023,17664.17804973885,2183.8197477430836
2022-01-14 17:00:00,14916.395275764935,17,4,1,14,2,1,15213.983697172762,14660.886212787185,14995.764823004021,17674.824260696256,2169.115307499035
2022-01-14 18:00:00,14493.876613576542,18,4,1,14,2,1,14916.395275764935,15138.832447894212,15079.297789503702,17647.95110093302,2205.5882529350224
2022-01-14 19:00:00,14153.595335389879,19,4,1,14,2,1,14493.876613576542,14306.43682671488,14191.88136195694,17641.582705461147,2215.8527720523102
2022-01-14 20:00:00,14939.826067743546,20,4,1,14,2,1,14153.595335389879,15175.472479231703,15383.611853268845,17631.76410498247,2227.7455579678176
2022-01-14 21:00:00,15040.098800684302,21,4,1,14,2,1,14939.826067743546,15277.583330223411,15585.070119908607,17621.86891625168,2239.155199866587
2022-01-14 22:00:00,16487.559866708874,22,4,1,14,2,1,15040.098800684302,15891.159398386388,16411.030079997243,17646.718935765115,2222.3591971873125
2022-01-14 23:00:00,16650.014173941363,23,4,1,14,2,1,16487.559866708874,17272.93129068603,17671.939356019408,17620.764055900752,2230.53692766063
2022-01-15 00:00:00,15587.251401603744,0,5,1,15,2,1,16650.014173941363,17912.708174494015,15877.305941998564,17523.870023696993,2267.50585190263
2022-01-15 01:00:00,16615.764214481067,1,5,1,15,2,1,15587.251401603744,18683.21195330788,16399.589053128817,17437.72636791254,2260.8087152331263
2022-01-15 02:00:00,17706.465727137813,2,5,1,15,2,1,16615.764214481067,19652.739403577165,17055.242785187238,17356.631631394233,2212.2877655234843
2022-01-15 03:00:00,17839.45806715766,3,5,1,15,2,1,17706.465727137813,19631.822264376024,17713.415201076925,17281.949789843467,2161.8205543701633
2022-01-15 04:00:00,18186.9660135701,4,5,1,15,2,1,17839.45806715766,20439.0526970008,18559.525356646263,17188.112844700525,2065.5580694277396
2022-01-15 05:00:00,19019.621084613158,5,5,1,15,2,1,18186.9660135701,20242.644100570476,19068.353466275526,17137.153552368967,2001.0011627930276
2022-01-15 06:00:00,19122.48328555436,6,5,1,15,2,1,19019.621084613158,20662.08317624422,19138.34539966501,17073.00355692356,1905.4814523494554
2022-01-15 07:00:00,18644.305891181637,7,5,1,15,2,1,19122.48328555436,20332.70595168336,19311.369103385216,17002.653554402652,1808.6065062870507
2022-01-15 08:00:00,18362.557058544156,8,5,1,15,2,1,18644.305891181637,20146.574193849676,18604.57715729227,16928.319507098255,1707.6147833943085
2022-01-15 09:00:00,18237.345312238464,9,5,1,15,2,1,18362.557058544156,19918.8988562781,18848.087382138303,16858.2547760966,1611.3588086212546
2022-01-15 10:00:00,16775.95782925134,10,5,1,15,2,1,18237.345312238464,18590.889658383265,17367.671583381023,16782.632616549443,1568.5284701797764
2022-01-15 11:00:00,16072.725248119285,11,5,1,15,2,1,16775.95782925134,19322.650773150293,18136.541718602373,16647.21905300648,1477.3458598310588
2022-01-15 12:00:00,15640.777889373781,12,5,1,15,2,1,16072.725248119285,16996.99130925015,16312.833673882504,16590.710160511633,1489.2748925181234
2022-01-15 13:00:00,15116.819288836514,13,5,1,15,2,1,15640.777889373781,16116.44855829857,14794.964086484297,16549.058940950716,1516.8389281695634
2022-01-15 14:00:00,14655.453782799003,14,5,1,15,2,1,15116.819288836514,16579.055436750034,13964.553750969444,16468.908872036085,1565.2346897556615
2022-01-15 15:00:00,14616.357764915136,15,5,1,15,2,1,14655.453782799003,15774.511003421827,14119.915864061952,16420.65248709831,1604.9236809485637
2022-01-15 16:00:00,13830.753600247694,16,5,1,15,2,1,14616.357764915136,15213.983697172762,13290.192395983759,16363.01789972643,1673.5116070842485
2022-01-15 17:00:00,13022.253256151082,17,5,1,15,2,1,13830.753600247694,14916.395275764935,13459.22276817884,16284.095315575854,1785.6097008015383
2022-01-15 18:00:00,12990.491896048656,18,5,1,15,2,1,13022.253256151082,14493.876613576542,13236.618812286772,16221.45428567886,1875.262451194923
